,rating,attitude,positve phrase,negative phrase,positive tags,negative tags:
1206,1,0,['   None'],['Boring'],['None'],['Weak Plot']
1207,8,1,"['visually stunning', 'great performances']",['may leave some wanting more'],"['Stunning Visuals', 'Strong Performances']",['Weak Plot']
1208,6,0,"['captivating', 'enthralling', 'stunning visuals']","['lack of pace', 'lack of exploration', 'lack of coherence', 'lack of motion', 'lack of work with actors']","['Engaging Plot', 'Engaging Plot', 'Stunning Visuals']","['Muddled Themes', 'Muddled Themes', 'Muddled Themes', 'Muddled Themes', 'Subpar Acting']"
1209,9,1,"['Visuals', 'World-building', 'Engaging story']",['None'],"['Stunning Visuals', 'Impeccable Production', 'Engaging Plot']",['None']
1210,8,1,"['       - Visuals', '       - Cinematography', '       - Fight scenes', '       - Acting', '       - Character depth', '       - World-building']",['       - None'],"['Stunning Visuals', 'Stunning Visuals', 'Thought-Provoking Themes', 'Strong Performances', 'Strong Performances', 'Thought-Provoking Themes']",['None']
1211,10,1,"['Masterpiece', 'Perfect adaptation', 'Beautiful', 'Awesome characters', 'Chilling music']",['None'],"['Engaging Plot', 'Faithful adaptation', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design']",['Muddled Themes']
1212,8,1,"['Understandable storytelling', 'Improved visual effects', 'Solid and intelligent script', ""Gives Frank Herbert's work a chance to shine""]",['Some may find it boring'],"['Thought-Provoking Themes', 'Stunning Visuals', 'Engaging Plot', 'Faithful adaptation']",['Weak Plot']
1213,2,0,"['None', '   ']","['Pacing', 'Lack of character connection', 'Action scenes', 'Sound quality', 'Acting quality', 'Script quality', 'Departure from original version']","['None', 'None']","['Weak Plot', 'Subpar Acting', 'Lackluster Cinematography', 'Inadequate Set Design', 'Poor Audio Quality', 'Muddled Themes', 'Poor Adaptation']"
1214,9,1,"['Visual grandeur', 'Costume design', 'Makeup', 'Epic soundtrack', 'Art direction', 'Acting performances', ""Director's direction"", 'Plot complexity']","['Lack of depth in character relationships', 'Weak ending', 'Repetition of ideas', 'Gray photography tone', 'Weak battle scenes']","['Stunning Visuals', 'Impeccable Production', 'Impeccable Production', 'Immersive Sound Design', 'Impeccable Production', 'Strong Performances', 'Thought-Provoking Themes', 'Engaging Plot']","['None', 'Weak Plot', 'Muddled Themes', 'Lackluster Cinematography', 'Weak Plot']"
1215,6,0,['None'],"['Visuals', 'Art direction', 'Lack of drama/tension/emotion', 'Slow pacing', 'Lack of clarity on shield function']",['None'],"['Lackluster Cinematography', 'Inadequate Set Design', 'Muddled Themes', 'Muddled Themes', 'Weak Plot']"
1216,8,1,"['Spectacle', 'Entertaining', 'Action scenes', 'Tension', 'Cinematography']",['Slow pacing in parts'],"['Stunning Visuals', 'Engaging Plot', 'Thought-Provoking Themes', 'Immersive Sound Design', 'Thought-Provoking Themes']",['Muddled Themes']
1217,9,1,"['Amazing', 'Spectacular', 'Cinematic', 'Acting', 'Cinematography', 'Music', 'Love in making']",['Ending too long'],"['Engaging Plot', 'Strong Performances', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design', 'Thought-Provoking Themes', 'Thought-Provoking Themes']",['None']
1218,7,1,"['Cinematography', 'World-building', 'Character development']",['Abrupt ending'],"['Stunning Visuals', 'Impeccable Production', 'Strong Performances']",['Weak Plot']
1219,10,1,"['Immersive world-building', 'Stunning cinematography', 'Captivating storytelling', 'Stellar score by Hans Zimmer', 'Eagerly awaiting Part Two']",['None'],"['Impeccable Production', 'Stunning Visuals', 'Engaging Plot', 'Immersive Sound Design', 'Thought-Provoking Themes']",['None']
1220,3,0,"['Cinematography', 'Soundtrack']","['Slow pacing', 'Lack of excitement', 'Earth-like settings and characters', 'Limited screen-time for popular actors']","['Stunning Visuals', 'Immersive Sound Design']","['Muddled Themes', 'Muddled Themes', 'Inadequate Set Design', 'Subpar Acting']"
1221,4,0,['None'],"['Incomplete storyline', 'Slow pacing', 'Lack of explanation']",['None'],"['Weak Plot', 'Muddled Themes', 'Muddled Themes']"
1222,9,1,"['Great storytelling', 'Strong characters', 'Outstanding visuals', 'Perfect pacing', 'Natural cast and set design']",['None'],"['Engaging Plot', 'Engaging Plot', 'Stunning Visuals', 'Thought-Provoking Themes', 'Impeccable Production']",['None']
1223,5,0,['None'],"['Lack of structure', 'Boring dialogue', 'Excessive dragging out of scenes']",['None'],"['Weak Plot', 'None', 'None']"
1224,1,0,['   None'],"['Confusing storyline', 'Slow pacing']",['None'],"['Weak Plot', 'Muddled Themes']"
1225,9,1,"['Engaging storyline', 'Intriguing world-building', 'Nourishing political and religious themes', 'Strong performances by the cast', 'Laugh-out-loud moments']","['Overplayed character introductions', 'Some dialogue delivery issues', 'Some interactions felt out of place', 'Difficulty hearing dialogue at times']","['Engaging Plot', 'Engaging Plot', 'Thought-Provoking Themes', 'Strong Performances', 'Thought-Provoking Themes']","['Subpar Acting', 'Subpar Acting', 'Muddled Themes', 'Poor Audio Quality']"
1226,10,1,"['Stunning cinematography', 'Immersive soundtrack', 'Creative vision in adaptation', 'Strong performances by actors', 'Realization of technology and costumes']",['None'],"['Stunning Visuals', 'Immersive Sound Design', 'Faithful adaptation', 'Strong Performances', 'Impeccable Production']",['None']
1227,10,1,"['Fantastic pacing', 'True classic picture', 'Must see in a decade']",['None'],"['Engaging Plot', 'Thought-Provoking Themes', 'Thought-Provoking Themes']",['None']
1228,7,1,"['Coherent adaptation', 'Visual stunningness', 'Economy in exposition', 'Interesting direction', 'Expertly designed elements']",['Character performance (Chalamet)'],"['Faithful adaptation', 'Stunning Visuals', 'Thought-Provoking Themes', 'Thought-Provoking Themes', 'Impeccable Production']",['Subpar Acting']
1229,10,1,"['True to the book', 'Stunning visual effects', 'Excellent world building', ""Hans Zimmer's score"", 'Strong ensemble cast']",['Occasional lack of campiness'],"['Faithful adaptation', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design', 'Strong Performances']",['Muddled Themes']
1230,6,0,['   None'],"['Overdrawn film segments', 'Lack of necessary detail and character development', 'Action scenes looked fixed', 'Fighting did not feel real', 'Too much obscured by dark scenes', 'Issues with HBO Max streaming service']",['None'],"['Weak Plot', 'Weak Plot', 'Subpar Acting', 'Subpar Acting', 'Lackluster Cinematography', 'Poor Adaptation']"
1231,10,1,"['phenomenal adaptation', 'design/effects', 'world-building', 'delivery of the story', 'anticipation for the second film']",['None'],"['Faithful adaptation', 'Impeccable Production', 'Impeccable Production', 'Engaging Plot', 'Engaging Plot']",['None']
1232,5,0,['Visual effects'],['Plot pacing.'],['Stunning Visuals'],['Weak Plot']
1233,10,1,"['Immersive', 'Well cast', 'Well directed']",['Release on HBO Max'],"['Thought-Provoking Themes', 'Strong Performances', 'Thought-Provoking Themes']",['Poor Adaptation']
1234,10,1,"['spectacular visuals', 'captivating score', 'fabulous character portrayals', 'great for the big screen']",['None'],"['Stunning Visuals', 'Immersive Sound Design', 'Strong Performances', 'Engaging Plot']",['None']
1235,10,1,"['Enjoyed by both viewers', 'Longing for the next', 'Better version compared to originals', 'Pleasant to watch', 'Best sci-fi movies ever']",['None'],"['Engaging Plot', 'Thought-Provoking Themes', 'Thought-Provoking Themes', 'Engaging Plot', 'Engaging Plot']",['None']
1236,9,1,['Respectful of source material'],['Pacing'],['Faithful adaptation'],['Muddled Themes']
1237,9,1,"['Good vs evil theme', 'Interesting tech', 'Must see on big screen', 'Awesome sci-fi adventure', 'Not copy paste like most sci-fi']",['None'],"['Thought-Provoking Themes', 'Impeccable Production', 'Stunning Visuals', 'Engaging Plot', 'Faithful adaptation']",['None']
1238,10,1,"['Cinematography', 'Soundtracks', 'Storyline', 'Acting', 'Detailed']",['None'],"['Stunning Visuals', 'Immersive Sound Design', 'Engaging Plot', 'Strong Performances', 'Impeccable Production']","['None', 'None', 'None', 'None']"
1239,8,1,"['Cinematography', 'Costume design', 'Performances', 'Score', 'Combat', 'Effects', 'Set design']","['Vision scenes implementation', 'Pacing', 'CGI', 'Overuse of premonitions']","['Stunning Visuals', 'Strong Performances', 'Immersive Sound Design', 'Impeccable Production', 'None', 'None', 'Impeccable Production']","['Muddled Themes', 'Muddled Themes', 'Poor Audio Quality', 'None', 'Muddled Themes', 'None', 'None']"
1240,8,1,"['Storyline', 'Acting (excluding Paul)', 'Rest of the cast', 'Wardrobe', 'Sets', 'Faithfulness to the original story']",["Paul's acting"],"['Engaging Plot', 'Strong Performances', 'Strong Performances', 'Impeccable Production', 'Impeccable Production', 'Faithful adaptation']",['Subpar Acting']
1241,9,1,"['acting', 'cinematography', 'soundtrack', 'story', 'universe']",['story thinning'],"['Strong Performances', 'Stunning Visuals', 'Immersive Sound Design', 'Engaging Plot', 'Thought-Provoking Themes']",['Weak Plot']
1242,10,1,"['Visuals', 'Musical score', 'Gripping scenes', 'Wide scope', 'Great ensemble cast']",['None'],"['Stunning Visuals', 'Immersive Sound Design', 'Engaging Plot', 'Thought-Provoking Themes', 'Strong Performances']",['None']
1243,8,0,"['Fantastic casting', 'Good script adaptation']","['Cerebral story difficult to translate', 'Monochrome-colored visuals', 'Excessive fabric in costumes', 'Some performances felt lacking']","['Strong Performances', 'Faithful adaptation']","['Muddled Themes', 'Lackluster Cinematography', 'Inadequate Set Design', 'Subpar Acting']"
1244,6,1,"['Visual effects', 'Good eye for detail', 'Future potential with sequel']","['Potential confusion for non-fans', 'Character development for some actors']","['Impeccable Production', 'Impeccable Production', 'Thought-Provoking Themes']","['Muddled Themes', 'Subpar Acting']"
1245,10,1,"['visuals', 'soundtrack', 'book adaptation']",['   None'],"['Stunning Visuals', 'Immersive Sound Design', 'Faithful adaptation']",['None']
1246,9,1,"['Amazing cast', 'Fantastic story retelling', 'Beautiful cinematography', 'Heart and soul', 'Skills, creativity, passion']",['None'],"['Strong Performances', 'Faithful adaptation', 'Stunning Visuals', 'Thought-Provoking Themes', 'Engaging Plot']",['None']
1247,8,1,"['Rich adaptation', 'Enormous visuals', 'Great CGI', 'Dramatic film score', 'Standout performances by cast']",['None'],"['Faithful adaptation', 'Stunning Visuals', 'Stunning Visuals', 'Immersive Sound Design', 'Strong Performances']",['None']
1248,9,1,"['Original soundtrack', 'Cinematography', 'Acting', 'Slow burn pacing', 'Future classic potential', 'Intriguing world-building']",['None'],"['Immersive Sound Design', 'Stunning Visuals', 'Strong Performances', 'Thought-Provoking Themes', 'Thought-Provoking Themes', 'Thought-Provoking Themes']",['None']
1249,6,0,"['Cinematography', 'Music', 'Scenery', 'Casting', 'Acting']","['Dragging plot', 'Lost interest', 'Questionable high ratings']","['Stunning Visuals', 'Immersive Sound Design', 'Impeccable Production', 'Strong Performances', 'Strong Performances']","['Weak Plot', 'Muddled Themes', 'Poor Adaptation']"
1250,9,1,"['Visuals', 'Sound', 'Value', 'Exciting', 'Potential box office success']",['   None'],"['Stunning Visuals', 'Immersive Sound Design', 'None', 'Engaging Plot', 'None']",['None']
1251,9,1,"['high concept sci-fi', 'effects', 'cinematography', 'amazing cast', 'best film by Villeneuve']",['ends abruptly'],"['Engaging Plot', 'Immersive Sound Design', 'Stunning Visuals', 'Strong Performances', 'Faithful adaptation']",['None']
1252,7,0,"['Cinematography', 'Acting', 'Direction']","['Slow pace', 'Unentertaining main arc', 'Lack of character depth']","['Stunning Visuals', 'Strong Performances', 'Engaging Plot']","['Muddled Themes', 'Weak Plot', 'Weak Plot']"
1253,1,0,['None'],['Slow pacing'],['None'],['Muddled Themes']
1254,7,0,"['Stunning visuals', 'Impressive audio effects']","['Slow pacing', 'Dense web of characters', 'Unfulfilling conclusion', 'Limited appeal']","['Stunning Visuals', 'Immersive Sound Design']","['Muddled Themes', 'Weak Plot', 'Weak Plot', 'Muddled Themes']"
1255,1,0,['    None'],"['    - Overlong', '    - Background music overpowering', '    - Lack of character relationships', '    - Confusing storyline', '    - Introduces elements then drops them', '    - Small end credits']",['None'],"['Weak Plot', 'Poor Audio Quality', 'Subpar Acting', 'Weak Plot', 'Weak Plot', 'None']"
1256,4,0,"['Visuals', 'Cinematic aspects']","['Acting', 'Pacing', 'Music score']","['Engaging Plot', 'Stunning Visuals']","['Subpar Acting', 'Muddled Themes', 'Poor Audio Quality']"
1257,4,0,"['visually stunning', 'excellent sound']","['forgets important source material', 'poor acting', 'characters not believable']","['Stunning Visuals', 'Immersive Sound Design']","['Poor Adaptation', 'Subpar Acting', 'Weak Plot']"
1258,9,1,"['True to source material', 'Immersive experience', 'Epic world building']",['Slow burn as setup'],"['Faithful adaptation', 'Thought-Provoking Themes', 'Thought-Provoking Themes']",['Muddled Themes']
1259,5,0,['None'],"['Boring', 'Hard to believe futuristic setting', 'Comparison to previous version']",['None'],"['Weak Plot', 'Inadequate Set Design', 'Muddled Themes']"
1260,5,0,"['Majestic visuals', 'Subtle soundtrack']","['Too much weirdness', 'Too little character development']","['Stunning Visuals', 'Immersive Sound Design']","['Muddled Themes', 'Weak Plot']"
1261,4,0,"['Actors', 'Plot']","['Soundtrack', 'Lack of improvement in effects', 'Bland characters']","['Strong Performances', 'Engaging Plot']","['Poor Audio Quality', 'Lackluster Cinematography', 'Subpar Acting']"
1262,4,0,['   None'],"['Lack of character development', 'Lack of world-building', 'Lack of intimacy with the characters']",['None'],"['Weak Plot', 'Inadequate Set Design', 'Subpar Acting']"
1263,10,1,"['Visual feast', 'Atmospheric environments', 'Immersive storytelling', 'Strong casting choices', 'Epic scale']",['None'],"['Stunning Visuals', 'Impeccable Production', 'Thought-Provoking Themes', 'Strong Performances', 'Engaging Plot']",['None']
1264,3,0,['   None'],"['Slow', 'Boring', 'Dull', 'Unsatisfying', 'Lacking soul']",['None'],"['Weak Plot', 'Weak Plot', 'Lackluster Cinematography', 'Poor Adaptation', 'Muddled Themes']"
1265,7,1,"['Visually impressive', 'Properly paced', 'Genuinely entertaining', 'Superb special effects', 'Amazing music']","['Incomplete narrative', 'Emotionless characters']","['Stunning Visuals', 'Engaging Plot', 'Engaging Plot', 'Impeccable Production', 'Immersive Sound Design']","['Muddled Themes', 'Subpar Acting']"
1266,1,0,['None'],"['Acting', 'Lack of originality']",['None'],"['Weak Plot', 'Weak Plot']"
1267,10,1,"['Cinematography', 'Acting', 'Depth of story', 'Thought-provoking', 'Immersive experience']",['None'],"['Engaging Plot', 'Strong Performances', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design']",['Muddled Themes']
1268,9,1,"['Fresh experience', 'Unbelievable sound design', 'Excellent casting', 'Sets up second part well', 'Well-directed']",['None'],"['Thought-Provoking Themes', 'Immersive Sound Design', 'Strong Performances', 'Engaging Plot', 'Engaging Plot']",['None']
1269,5,0,['None'],"['Technology', 'Overuse of swords', 'Lack of explanation on spice', 'World-building', 'Emotion', 'Epicness', 'Highly overrated']",['None'],"['Weak Plot', 'Subpar Acting', 'Muddled Themes', 'Muddled Themes', 'Muddled Themes', 'Muddled Themes', 'Muddled Themes']"
1270,4,0,['   None'],"['Mopey', 'Boring', 'Special effects looked rubbish', 'Overused actors']",['None'],"['Weak Plot', 'Weak Plot', 'Poor Audio Quality', 'Subpar Acting']"
1271,8,0,"['Visual effects', 'Ornithopter design', 'Staying true to the story']","['Social justice casting agenda', 'Massive CGI buildings', 'Casting choices for certain characters (e.g. Lady Jessica)']","['Impeccable Production', 'Impeccable Production', 'Faithful adaptation']","['Subpar Acting', 'None', 'Subpar Acting']"
